01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
AVGO,170.1000,180.6800,169.3301,179.5300,27830828,2024-12-06,170.4700,9.0600,5.3147%
