Date,Open,High,Low,Close,Adjusted Close,Volume
2024-12-06,162.95,180.68,162.75,179.53,179.53,117565943
2024-11-29,165.395,167.225,157.54,162.08,162.08,73906091
2024-11-22,165.66,166.8,160.6,164.23,164.23,95238183
2024-11-15,183.4,183.63,163.43,164.84,164.84,91846169
2024-11-08,169.28,185.05,168.42,183.64,183.64,83837555
2024-11-01,173.0,180.23,167.38,168.92,168.92,98743286
2024-10-25,179.38,181.7199,169.5,173.0,173.0,85734363
2024-10-18,183.3,185.51,173.3652,179.89,179.89,103206081
2024-10-11,174.82,186.42,173.86,181.48,181.48,101254572
2024-10-04,171.87,176.8998,165.8,176.64,176.64,86001951
2024-09-27,172.0,180.25,168.3501,172.69,172.69,125189213
2024-09-20,165.19,172.02,160.41,171.1,171.1,196740401
2024-09-13,139.11,168.08,134.9,167.69,167.1608,188716895
2024-09-06,160.38,160.74,136.6,136.995,136.5627,165461896
2024-08-30,164.96,165.7,155.41,162.82,162.3062,101945677
2024-08-23,164.86,172.42,160.42,166.36,165.835,104849432
2024-08-16,148.08,166.67,146.37,165.72,165.197,107258112
2024-08-09,129.61,150.1,128.5,148.26,147.7921,141832156
2024-08-02,152.02,161.33,139.6,143.82,143.3661,167621412
2024-07-26,160.23,165.33,145.52,151.63,151.1515,139258129
2024-07-19,170.0,173.5099,153.9,157.35,156.8535,152739676
2024-07-12,1705.0,1770.98,1668.5,1700.67,169.5303,19695355
2024-07-05,1608.2,1765.47,1593.5,1703.31,169.7935,16535658
2024-06-28,1642.05,1661.0,1564.0,1605.53,160.0463,26289027
2024-06-21,1800.0,1851.62,1651.42,1658.63,164.7962,34247959
2024-06-14,1409.8,1747.24,1409.125,1735.04,172.3881,28138876
2024-06-07,1352.7,1425.0,1302.53,1406.64,139.7593,12030401
2024-05-31,1410.0,1417.1813,1307.26,1328.55,132.0005,14459901
2024-05-24,1396.0,1429.0,1378.0,1407.84,139.8785,11127353
2024-05-17,1348.0,1445.4,1325.8,1395.29,138.6316,11725340
2024-05-10,1286.225,1344.0,1275.07,1332.8,132.4228,7108663
2024-05-03,1344.08,1352.98,1223.31,1278.11,126.9889,12082021
2024-04-26,1224.5,1355.83,1200.54,1344.07,133.5425,12180474
2024-04-19,1370.0,1370.0,1197.56,1204.71,119.6962,13769560
2024-04-12,1333.65,1391.87,1308.64,1344.07,133.5425,11205931
2024-04-05,1325.68,1403.98,1303.4138,1339.43,133.0815,11675613
2024-03-28,1345.03,1379.9377,1296.02,1325.41,131.6885,9019695
2024-03-22,1253.98,1403.61,1204.02,1353.47,134.4765,20226576
2024-03-15,1277.93,1307.79,1230.07,1235.5,122.2524,23326714
2024-03-08,1403.15,1438.17,1301.58,1308.72,129.4975,25094643
2024-03-01,1310.0,1407.76,1282.9734,1399.17,138.4475,11139907
2024-02-23,1235.86,1319.62,1202.64,1296.37,128.2754,11090292
2024-02-16,1290.01,1290.07,1227.09,1245.48,123.2399,12713249
2024-02-09,1226.96,1295.97,1211.94,1283.44,126.996,12878550
2024-02-02,1214.91,1234.69,1174.31,1224.34,121.1481,11570977
2024-01-26,1216.25,1284.5499,1200.23,1204.88,119.2225,14498382
2024-01-19,1112.34,1217.0,1090.215,1211.2,119.8479,12976465
2024-01-12,1056.5,1115.6899,1052.0018,1107.68,109.6046,12661826
2024-01-05,1092.12,1102.0,1041.51,1049.28,103.8259,11124299
2023-12-29,1124.24,1139.57,1114.67,1116.25,110.4526,7835588
2023-12-22,1120.8,1151.82,1109.26,1121.98,111.0196,16843160
2023-12-15,957.01,1149.8799,956.09,1129.74,111.2748,44858672
2023-12-08,920.64,950.73,903.1,944.3,93.0097,19972695
2023-12-01,976.15,981.01,908.0,930.0,91.6012,25001324
2023-11-24,973.0,999.87,966.75,978.87,96.4147,11893299
2023-11-17,950.05,983.89,940.48,977.73,96.3024,10287067
2023-11-10,881.56,958.95,871.21,957.52,94.3118,10829220
2023-11-03,841.1,887.5,827.15,882.68,86.9404,9112131
2023-10-27,857.96,883.0,818.34,838.36,82.5751,9901267
2023-10-20,890.97,915.785,851.84,853.63,84.0791,12813593
2023-10-13,840.46,925.91,837.83,883.18,86.9896,11701611
2023-10-06,829.06,848.385,808.91,845.26,83.2547,8243113
2023-09-29,828.0,844.04,804.3801,830.58,81.8088,8130262
2023-09-22,842.58,856.33,795.09,829.08,81.661,12484119
2023-09-15,868.77,876.67,841.66,851.68,83.425,11964115
2023-09-08,869.51,883.0,840.52,857.55,84.0,8955873
2023-09-01,856.39,923.67,847.11,872.52,85.4663,18558260
2023-08-25,834.06,909.855,831.77,851.82,83.4387,12190016
2023-08-18,831.13,854.62,812.0,825.84,80.8939,8471382
2023-08-11,887.68,897.37,823.48,829.76,81.2778,9041643
2023-08-04,897.5,920.62,873.3715,881.65,86.3606,10101373
2023-07-28,900.8,923.18,886.0,899.79,88.1375,10062814
2023-07-21,891.01,913.21,885.63,896.75,87.8397,17801619
2023-07-14,848.28,903.35,848.28,888.58,87.0395,12874531
2023-07-07,868.62,876.9,844.33,846.75,82.9421,6684343
2023-06-30,825.0,874.57,820.22,867.43,84.9677,11227077
2023-06-23,862.66,877.07,818.85,822.15,80.5324,11165255
2023-06-16,811.12,889.95,811.12,868.11,84.5754,23572458
2023-06-09,809.2,817.7489,776.38,804.62,78.3899,13416645
2023-06-02,835.12,921.7799,785.16,812.0,79.1089,35035725
2023-05-26,681.4,814.98,674.12,812.73,79.18,20866969
2023-05-19,631.87,684.95,628.47,682.25,66.468,10307264
2023-05-12,629.78,632.7,615.86,631.15,61.4896,7647335
2023-05-05,626.5,638.99,601.29,630.12,61.3893,10776367
2023-04-28,633.64,638.85,603.23,626.5,61.0366,8753506
2023-04-21,618.61,642.73,617.81,632.9,61.6601,8409505
2023-04-14,618.05,630.88,615.21,619.54,60.3585,8076227
2023-04-06,639.0,644.235,618.97,622.64,60.6605,6051437
2023-03-31,639.0,642.215,618.86,641.54,62.5019,9716349
2023-03-24,632.74,648.4999,628.5526,636.17,61.9787,12104990
2023-03-17,607.09,639.5699,606.88,630.97,61.0312,18224466
2023-03-10,635.0,644.05,612.82,614.83,59.47,11310871
2023-03-03,585.87,635.73,582.18,632.76,61.2043,13537863
2023-02-24,590.0,593.09,572.1,577.75,55.8834,8050655
2023-02-17,595.0,608.94,592.45,595.59,57.609,8177187
2023-02-10,593.34,617.01,589.63,593.25,57.3827,9789545
2023-02-03,583.0,613.14,579.76,597.62,57.8054,11053768
2023-01-27,572.0,600.56,569.78,590.99,57.1641,9488863
2023-01-20,574.9,587.56,559.11,570.78,55.2092,7718274
2023-01-13,592.3,601.675,549.99,579.0,56.0043,14403796
2023-01-06,565.0,591.0,550.79,588.43,56.9165,8878659
2022-12-30,551.55,562.6,542.45,559.13,54.0824,6464191
2022-12-23,554.02,561.91,540.915,552.43,53.4343,12185800
2022-12-16,544.75,585.65,542.24,555.91,53.3246,18550533
2022-12-09,537.77,552.64,516.05,544.72,52.2513,11927142
2022-12-02,525.24,552.42,514.83,540.8,51.8752,12588186
2022-11-25,512.94,541.48,511.11,529.91,50.8306,5896386
2022-11-18,515.39,532.57,503.14,515.16,49.4158,10524599
2022-11-11,466.77,519.0,461.57,518.09,49.6968,12282435
2022-11-04,466.85,480.45,441.36,465.3,44.633,10945211
2022-10-28,452.73,474.34,451.11,472.9,45.3621,11445623
2022-10-21,439.55,450.66,428.14,449.73,43.1395,10754618
2022-10-14,460.0,460.1,415.0682,427.1,40.9688,12734779
2022-10-07,449.24,489.7,446.965,460.48,44.1707,11292459
2022-09-30,468.98,473.3,443.635,444.01,42.5908,13201682
2022-09-23,494.42,503.39,462.0,468.68,44.9573,10889866
2022-09-16,526.75,531.26,489.86,502.5,47.795,16948428
2022-09-09,498.53,525.97,490.37,522.4,49.6877,9072516
2022-09-02,520.0,522.74,480.84,500.22,47.5781,13963794
2022-08-26,542.57,550.99,520.0,520.86,49.5413,8247176
2022-08-19,554.23,560.56,531.04,548.43,52.1636,8851984
2022-08-12,549.35,558.41,527.75,558.23,53.0957,8599165
2022-08-05,531.43,553.15,527.23,551.44,52.4498,7443581
2022-07-29,510.46,537.83,506.5317,535.48,50.9318,9189711
2022-07-22,500.16,519.79,488.19,512.52,48.748,10448948
2022-07-15,489.49,494.74,472.2875,494.46,47.0302,9898039
2022-07-08,472.0,501.39,463.91,498.69,47.4326,7772424
2022-07-01,513.8,514.15,469.43,477.84,45.4494,8352709
2022-06-24,504.08,511.8,491.01,509.09,48.4218,8453098
2022-06-17,526.78,533.83,487.87,498.65,47.0459,15588970
2022-06-10,571.52,576.27,539.7219,541.27,51.0669,9726849
2022-06-03,584.5,590.94,560.98,563.32,53.1473,9840531
2022-05-27,524.0,585.455,514.26,583.28,55.0304,17853221
2022-05-20,584.38,609.0,512.44,543.19,51.2481,14905645
2022-05-13,572.88,591.59,558.26,588.24,55.4984,13097510
2022-05-06,557.14,604.07,556.38,580.1,54.7304,12076269
2022-04-29,581.49,588.76,553.395,554.39,52.3047,13014593
2022-04-22,572.85,615.87,572.85,586.95,55.3767,9326705
2022-04-14,582.58,598.585,572.86,573.85,54.1407,8851464
2022-04-08,626.425,636.72,585.97,587.0,55.3814,9669076
2022-04-01,625.88,645.31,615.78,626.98,59.1534,9405355
2022-03-25,605.6,630.405,588.86,628.87,59.3317,9840736
2022-03-18,576.96,613.21,564.75,610.41,57.2,14047733
