Date,Open,High,Low,Close,Volume
2024-12-06 19:55:00,934.4999,934.5,934.0,934.5,211
2024-12-06 19:50:00,934.4,934.4899,934.245,934.25,44
2024-12-06 19:45:00,934.25,934.49,934.0,934.245,241
2024-12-06 19:40:00,934.25,934.5,934.0,934.25,32
2024-12-06 19:35:00,934.2,934.4988,934.0,934.25,104
2024-12-06 19:30:00,934.0,934.49,934.0,934.25,32
2024-12-06 19:25:00,935.0,935.0,934.08,934.08,47
2024-12-06 19:20:00,934.5,934.8,934.0,934.5,206
2024-12-06 19:15:00,934.5,934.99,934.0247,934.5,184
2024-12-06 19:10:00,934.5,934.99,934.0,934.5,43
2024-12-06 19:05:00,934.0,934.8,934.0,934.5,371
2024-12-06 19:00:00,934.5,934.77,934.11,934.5,77
2024-12-06 18:55:00,934.75,935.0,934.025,934.5,88
2024-12-06 18:50:00,934.5,934.74,934.0,934.15,33
2024-12-06 18:45:00,933.31,934.5,933.2,934.5,136
2024-12-06 18:40:00,934.14,934.98,934.14,934.5,11
2024-12-06 18:35:00,934.15,935.0,933.3,934.98,24
2024-12-06 18:30:00,934.5,935.0,934.0,934.15,296
2024-12-06 18:25:00,934.1,935.0,934.1,934.55,56
2024-12-06 18:20:00,935.27,935.27,933.9001,934.45,69
2024-12-06 18:15:00,934.99,935.0,934.14,934.585,30
2024-12-06 18:10:00,934.375,935.0,933.9,935.0,28
2024-12-06 18:05:00,934.18,935.17,933.9,934.68,227
2024-12-06 18:00:00,934.585,935.27,934.58,934.58,308
2024-12-06 17:55:00,934.585,935.0,933.9,934.585,49
2024-12-06 17:50:00,934.585,935.27,934.585,934.585,45
2024-12-06 17:45:00,934.59,935.27,933.9,935.27,110
2024-12-06 17:40:00,934.59,935.0,933.91,934.59,54
2024-12-06 17:35:00,934.85,934.99,933.855,934.75,71
2024-12-06 17:30:00,935.5,937.52,933.985,935.0,457
2024-12-06 17:25:00,935.825,937.2,935.0,935.5,168
2024-12-06 17:20:00,935.895,936.8,934.85,934.85,442
2024-12-06 17:15:00,935.05,936.8,934.85,935.895,466
2024-12-06 17:10:00,935.025,935.2,935.0,935.05,99
2024-12-06 17:05:00,935.05,935.25,934.74,935.025,3193
2024-12-06 17:00:00,935.05,935.25,934.74,935.0,237
2024-12-06 16:55:00,935.0,935.25,934.85,935.05,544
2024-12-06 16:50:00,934.49,936.8,934.02,935.825,2464
2024-12-06 16:45:00,934.26,934.49,934.02,934.25,144
2024-12-06 16:40:00,934.19,934.74,934.02,934.26,2536
2024-12-06 16:35:00,934.355,934.69,934.0201,934.35,470
2024-12-06 16:30:00,934.03,934.74,934.03,934.355,430
2024-12-06 16:25:00,934.37,934.74,934.02,934.11,3500
2024-12-06 16:20:00,934.74,934.74,934.0,934.39,10931
2024-12-06 16:15:00,934.355,934.74,934.0,934.355,116
2024-12-06 16:10:00,934.31,934.71,929.501,934.47,252
2024-12-06 16:05:00,934.74,934.74,933.8,934.36,240
2024-12-06 16:00:00,934.84,939.0,932.71,933.715,1143865
2024-12-06 15:55:00,934.14,935.27,934.01,934.84,225088
2024-12-06 15:50:00,932.82,934.42,932.73,933.95,111682
2024-12-06 15:45:00,932.85,932.9699,931.48,932.815,61006
2024-12-06 15:40:00,931.13,932.99,930.13,932.85,61961
2024-12-06 15:35:00,931.385,931.5768,931.01,931.04,43606
2024-12-06 15:30:00,930.29,931.65,930.0201,931.53,38057
2024-12-06 15:25:00,931.55,931.69,929.93,930.13,41165
2024-12-06 15:20:00,931.45,931.69,930.7101,931.6,36521
2024-12-06 15:15:00,931.29,931.4,930.64,931.37,28163
2024-12-06 15:10:00,930.5,931.35,930.4,931.04,41358
2024-12-06 15:05:00,930.23,931.07,929.99,930.505,26023
2024-12-06 15:00:00,929.63,930.24,929.38,930.23,18485
2024-12-06 14:55:00,930.03,930.18,929.28,929.45,20956
2024-12-06 14:50:00,930.445,930.58,930.12,930.22,27207
2024-12-06 14:45:00,929.64,930.39,929.18,930.385,36742
2024-12-06 14:40:00,929.515,930.0,929.515,929.66,38809
2024-12-06 14:35:00,928.7,929.7,928.54,929.4881,26680
2024-12-06 14:30:00,927.82,928.75,927.61,928.14,14224
2024-12-06 14:25:00,927.73,928.28,927.5,927.8,22745
2024-12-06 14:20:00,926.6,927.86,926.5,927.85,19678
2024-12-06 14:15:00,927.305,927.335,926.75,926.75,18172
2024-12-06 14:10:00,927.335,927.335,926.07,927.2,11134
2024-12-06 14:05:00,926.5,927.33,926.31,927.33,29216
2024-12-06 14:00:00,928.175,928.175,926.47,926.85,24877
2024-12-06 13:55:00,927.585,928.3064,927.47,928.0308,8526
2024-12-06 13:50:00,927.5799,928.1975,927.24,927.585,11948
2024-12-06 13:45:00,927.11,927.2699,926.56,927.15,15279
2024-12-06 13:40:00,926.805,927.6899,926.7029,927.01,15207
2024-12-06 13:35:00,927.05,927.73,926.4,926.75,20301
2024-12-06 13:30:00,928.82,928.845,926.9,926.9,19696
2024-12-06 13:25:00,927.835,928.96,927.51,928.898,17868
2024-12-06 13:20:00,927.6681,928.0,926.9,927.8249,13796
2024-12-06 13:15:00,927.24,927.68,926.82,926.88,16009
2024-12-06 13:10:00,926.6,928.01,926.5304,927.4017,41683
2024-12-06 13:05:00,925.53,926.5,925.0,926.45,29106
2024-12-06 13:00:00,924.76,925.665,924.7001,925.485,11331
2024-12-06 12:55:00,925.9599,925.9599,924.7315,924.7315,22719
2024-12-06 12:50:00,925.7,925.87,924.94,925.585,13071
2024-12-06 12:45:00,925.6,925.9499,924.89,925.7,17931
2024-12-06 12:40:00,925.2542,925.69,924.86,925.28,12067
2024-12-06 12:35:00,925.285,926.33,924.79,925.6,28248
2024-12-06 12:30:00,925.04,925.4299,924.6,925.07,12286
2024-12-06 12:25:00,924.2142,925.315,924.16,925.21,12032
2024-12-06 12:20:00,922.83,924.04,922.4911,924.04,14110
2024-12-06 12:15:00,923.4301,923.595,922.5929,922.9218,20613
2024-12-06 12:10:00,923.64,924.4975,923.41,923.595,39540
2024-12-06 12:05:00,922.77,923.47,922.77,923.47,9915
2024-12-06 12:00:00,923.16,923.7499,922.54,922.62,14454
2024-12-06 11:55:00,923.66,923.66,922.305,922.51,16311
2024-12-06 11:50:00,924.145,924.21,923.29,923.475,19246
2024-12-06 11:45:00,925.02,925.18,923.4001,924.145,9491
2024-12-06 11:40:00,924.595,925.72,924.34,925.16,21663
