Transaction Date,Ticker,Executive,Executive Title,Security Type,Acquisition or Disposal,Shares,Share Price
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2347.235
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2353.75
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2327.08
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2328.3
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2335.46
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2335.99
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2341.55
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,4.0,2343.52
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2346.58
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2349.31
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2350.87
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2354.835
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2355.28
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2357.44
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2361.47
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2363.17
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2349.845
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2350.445
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2350.66
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2351.005
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2330.225
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2333.75
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2352.08
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2353.415
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2355.055
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2359.76
2022-06-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2360.02
2022-06-01,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,42.0,2298.63
2022-05-25,GOOG,"MATHER, ANN",Director,Class C Capital Stock,D,21.0,2102.84
2022-05-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,53.0,0.0
2022-05-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,53.0,2118.52
2022-05-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,A,53.0,0.0
2022-05-24,GOOG,"GV, 2021 GP, L.L.C.",Member of 10% Group,Class A Common Stock,A,13528.0,33.7189
2022-05-12,GOOG,"SERGEY, BRIN","Director, 10% Owner",Class A Common Stock,A,37600.0,0.0
2022-05-12,GOOG,"GV, 2021 GP, L.L.C.",Member of 10% Group,Class A Common Stock,A,14860.0,32.9636
2022-05-12,GOOG,"SERGEY, BRIN","Director, 10% Owner",Class C Capital Stock,D,37600.0,0.0
2022-05-12,GOOG,"GV, 2021 GP, L.L.C.",Member of 10% Group,Class A Common Stock,A,9183.0,33.734
2022-05-12,GOOG,"SERGEY, BRIN","Director, 10% Owner",Class A Common Stock,D,37600.0,0.0
2022-05-12,GOOG,"SERGEY, BRIN","Director, 10% Owner",Class B Common Stock,D,37600.0,0.0
2022-05-11,GOOG,"GV, 2021 GP, L.L.C.",Member of 10% Group,Class A Common Stock,A,76136.0,34.7095
2022-05-10,GOOG,"GV, 2021 GP, L.L.C.",Member of 10% Group,Class A Common Stock,A,77391.0,34.4586
2022-05-10,GOOG,"GV, 2021 GP, L.L.C.",Member of 10% Group,Class A Common Stock,A,15513.0,36.5711
2022-05-10,GOOG,"GV, 2021 GP, L.L.C.",Member of 10% Group,Class A Common Stock,A,200.0,37.0
2022-05-10,GOOG,"GV, 2021 GP, L.L.C.",Member of 10% Group,Class A Common Stock,A,82055.0,33.7184
2022-05-10,GOOG,"GV, 2021 GP, L.L.C.",Member of 10% Group,Class A Common Stock,A,80488.0,35.4065
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2269.23
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2269.96
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2271.81
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2272.015
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2256.875
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2259.305
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2260.5
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2274.155
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2275.795
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2305.1
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2282.62
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2282.19
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2277.87
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2277.225
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2271.695
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2271.07
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,2270.445
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2267.945
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2267.2
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2286.61
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,4.0,2285.97
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2283.11
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2281.19
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,4.0,2280.99
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2275.89
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2275.835
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2273.66
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,3.0,2262.39
2022-05-09,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,D,496.0,0.0
2022-05-09,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,A,496.0,0.0
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2263.46
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2263.975
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2264.355
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2264.99
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,2.0,2267.16
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,3.0,2290.73
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,3.0,2289.04
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2264.355
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2265.535
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2266.115
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2270.3
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,1.0,2271.495
2022-05-09,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2.0,2284.72
2022-05-03,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,3044.0,0.0
2022-05-03,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,D,490.0,2335.3
2022-05-03,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,42.0,2335.3
2022-04-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,A,53.0,0.0
2022-04-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,53.0,2392.28
2022-04-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,53.0,0.0
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2578.2767
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2555.755
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,700.0,2609.3929
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2610.39
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2611.4375
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,256.0,2612.8606
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2614.14
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2615.65
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2617.15
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2550.19
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,719.0,2586.9912
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2603.0267
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,102.0,2593.9273
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,737.0,2598.4896
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,100.0,2599.4
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,401.0,2600.9534
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class B Common Stock,D,13888.0,0.0
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2588.112
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2557.08
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2558.86
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2561.385
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2564.01
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2569.15
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2571.03
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2573.36
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2575.395
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2576.98
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,253.0,2583.6779
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2585.15
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2589.3433
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,701.0,2590.3889
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2592.46
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2593.72
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1159.0,2595.112
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1200.0,2596.4208
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1000.0,2597.613
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1400.0,2598.7721
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2599.895
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2601.3933
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2601.92
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2603.73
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2605.31
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2606.72
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2608.1725
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,358.0,2601.6347
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,100.0,2605.15
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,A,13888.0,0.0
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2541.8
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2549.52
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2551.42
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2553.745
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2555.86
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,100.0,2557.15
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2562.27
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2565.9133
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,100.0,2567.15
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,102.0,2574.7971
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,209.0,2577.2647
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2579.35
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,594.0,2580.4016
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,756.0,2581.5834
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,1054.0,2582.7434
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,700.0,2583.9771
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,801.0,2584.987
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,1104.0,2586.1284
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,1370.0,2587.1134
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,1400.0,2588.39
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,400.0,2589.6225
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2590.31
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2592.4767
2022-04-19,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,500.0,2597.27
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2564.352
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2529.2867
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,500.0,2528.528
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,600.0,2526.8717
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2525.3333
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,A,13889.0,0.0
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2563.4
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2562.31
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,700.0,2561.3243
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,700.0,2560.0429
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,778.0,2558.1841
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,800.0,2556.4625
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2555.11
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,1300.0,2553.8862
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2552.615
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,600.0,2551.5067
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2549.865
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,314.0,2548.7294
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,561.0,2547.6995
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,303.0,2546.7195
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2545.566
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,382.0,2544.2914
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2542.965
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,479.0,2542.06
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2540.06
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2539.0967
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2537.535
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2536.205
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2534.945
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2534.138
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2574.16
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,400.0,2552.54
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,647.0,2553.8086
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,800.0,2555.0425
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,342.0,2556.3523
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,898.0,2558.0877
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,500.0,2559.062
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,247.0,2559.9866
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2561.3333
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2545.9333
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,500.0,2547.248
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,789.0,2549.2306
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,700.0,2550.1699
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,800.0,2551.2087
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2530.9733
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2544.75
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,900.0,2543.8144
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,818.0,2542.6739
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,300.0,2541.1467
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,600.0,2539.8133
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,519.0,2538.5805
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,816.0,2537.3343
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,313.0,2535.8599
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,100.0,2532.21
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,201.0,2572.1509
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2569.9633
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,501.0,2568.8025
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,303.0,2567.8497
2022-04-18,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,467.0,2565.8044
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class A Common Stock,D,200.0,2599.2
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,100.0,2579.52
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2577.495
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2575.75
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2574.8775
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,202.0,2573.3651
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,576.0,2570.694
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2568.4933
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,300.0,2567.6467
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2566.1775
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,543.0,2565.2679
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,900.0,2564.2278
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,700.0,2563.2057
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,717.0,2562.1832
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,700.0,2560.9314
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,113.0,2559.8471
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,600.0,2558.7733
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,290.0,2557.0503
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2555.24
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,500.0,2553.964
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,400.0,2553.0325
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,401.0,2551.2153
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,200.0,2550.11
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,481.0,2572.7067
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,700.0,2569.6086
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,600.0,2545.6017
2022-04-14,GOOG,"PAGE, LAWRENCE","Director, 10% Owner",Class C Capital Stock,D,265.0,2544.3875
