Transaction Date,Ticker,Executive,Executive Title,Security Type,Acquisition or Disposal,Shares,Share Price
2024-11-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,465.0,180.5905
2024-11-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,419.0,179.7965
2024-11-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,94.0,182.0302
2024-11-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,522.0,181.4265
2024-11-07,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class A Common Stock,D,9000.0,177.41
2024-11-07,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class A Common Stock,D,10500.0,177.41
2024-11-06,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,1800.0,178.37
2024-11-06,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,9413.0,177.8707
2024-11-06,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,9587.0,176.9097
2024-11-06,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,1700.0,176.0635
2024-11-04,GOOG,"ARNOLD, FRANCES",Director,Class C Capital Stock,D,441.0,171.06
2024-11-01,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,1367.0,171.42
2024-10-30,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class A Common Stock,D,10500.0,180.78
2024-10-30,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class A Common Stock,D,9000.0,180.78
2024-10-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1394.0,164.53
2024-10-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,A,1367.0,0.0
2024-10-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1367.0,0.0
2024-10-16,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,12396.0,166.6139
2024-10-16,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,10104.0,165.9161
2024-10-15,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,2834.0,167.23
2024-10-14,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,281.0,165.2666
2024-10-14,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,700.0,165.0
2024-10-14,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1.0,163.7
2024-10-14,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,518.0,164.7263
2024-10-10,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class C Capital Stock,D,195700.0,0.0
2024-10-10,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class A Common Stock,D,195700.0,0.0
2024-10-10,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class C Capital Stock,A,195700.0,0.0
2024-10-10,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class A Common Stock,A,195700.0,0.0
2024-10-02,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,600.0,168.56
2024-10-02,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,17067.0,166.8751
2024-10-02,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,4833.0,167.575
2024-10-01,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,1367.0,168.84
2024-09-30,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,16802.0,0.0
2024-09-30,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,A,16802.0,0.0
2024-09-27,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,16802.0,165.474
2024-09-25,GOOG,"ASHKENAZI, ANAT","SVP, Chief Financial Officer",Class C Capital Stock,A,17825.0,0.0
2024-09-25,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Google Stock Units,D,4782.0,163.64
2024-09-25,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Google Stock Units,D,5113.0,0.0
2024-09-25,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Google Stock Units,D,5212.0,163.64
2024-09-25,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Google Stock Units,D,7001.0,0.0
2024-09-25,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Google Stock Units,D,7137.0,163.64
2024-09-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,A,21472.0,0.0
2024-09-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,6659.0,163.64
2024-09-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,5994.0,0.0
2024-09-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,9119.0,163.64
2024-09-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,8946.0,0.0
2024-09-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,6659.0,163.64
2024-09-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,6532.0,0.0
2024-09-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Capital Stock,A,21472.0,0.0
2024-09-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,4782.0,163.64
2024-09-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,4691.0,0.0
2024-09-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,7136.0,163.64
2024-09-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,7001.0,0.0
2024-09-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,5212.0,163.64
2024-09-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,6532.0,0.0
2024-09-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,9119.0,163.64
2024-09-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,8946.0,0.0
2024-09-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,6110.0,163.64
2024-09-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,5994.0,0.0
2024-09-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,A,1368.0,0.0
2024-09-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1368.0,0.0
2024-09-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1394.0,163.64
2024-09-25,GOOG,"ASHKENAZI, ANAT","SVP, Chief Financial Officer",Class C Google Stock Units,D,17825.0,0.0
2024-09-25,GOOG,"ASHKENAZI, ANAT","SVP, Chief Financial Officer",Class C Google Stock Units,D,18170.0,163.64
2024-09-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,A,16804.0,0.0
2024-09-25,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Capital Stock,A,16804.0,0.0
2024-09-25,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Google Stock Units,D,4691.0,0.0
2024-09-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,5112.0,0.0
2024-09-25,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Google Stock Units,D,36921.0,0.0
2024-09-25,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,A,36921.0,0.0
2024-09-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,6110.0,163.64
2024-09-25,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Google Stock Units,D,37637.0,163.64
2024-09-23,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,700.0,165.0
2024-09-18,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,9853.0,160.9382
2024-09-18,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,12647.0,160.389
2024-09-16,GOOG,"DOERR, L JOHN",Director,Class C Google Stock Units,A,2.0,0.0
2024-09-16,GOOG,"CHAVEZ, R. MARTIN",Director,Class C Google Stock Units,A,5.0,0.0
2024-09-16,GOOG,"CHAVEZ, R. MARTIN",Director,Class C Google Stock Units,A,3.0,0.0
2024-09-16,GOOG,"CHAVEZ, R. MARTIN",Director,Class C Google Stock Units,A,2.0,0.0
2024-09-16,GOOG,"ARNOLD, FRANCES",Director,Class C Google Stock Units,A,2.0,0.0
2024-09-16,GOOG,"ARNOLD, FRANCES",Director,Class C Google Stock Units,A,3.0,0.0
2024-09-16,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,A,33.0,0.0
2024-09-16,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,A,136.0,0.0
2024-09-16,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,A,152.0,0.0
2024-09-16,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Google Stock Units,A,562.0,0.0
2024-09-16,GOOG,"ARNOLD, FRANCES",Director,Class C Google Stock Units,A,1.0,0.0
2024-09-16,GOOG,"WASHINGTON, ROBIN L",Director,Class C Google Stock Units,A,1.0,0.0
2024-09-16,GOOG,"ASHKENAZI, ANAT","SVP, Chief Financial Officer",Class C Google Stock Units,A,90.0,0.0
2024-09-16,GOOG,"ASHKENAZI, ANAT","SVP, Chief Financial Officer",Class C Google Stock Units,A,117.0,0.0
2024-09-16,GOOG,"ASHKENAZI, ANAT","SVP, Chief Financial Officer",Class C Google Stock Units,A,41.0,0.0
2024-09-16,GOOG,"WASHINGTON, ROBIN L",Director,Class C Google Stock Units,A,2.0,0.0
2024-09-16,GOOG,"WASHINGTON, ROBIN L",Director,Class C Google Stock Units,A,3.0,0.0
2024-09-16,GOOG,"FERGUSON, ROGER W. JR.",Director,Class C Google Stock Units,A,1.0,0.0
2024-09-16,GOOG,"FERGUSON, ROGER W. JR.",Director,Class C Google Stock Units,A,2.0,0.0
2024-09-16,GOOG,"FERGUSON, ROGER W. JR.",Director,Class C Google Stock Units,A,3.0,0.0
2024-09-16,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Google Stock Units,A,119.0,0.0
2024-09-16,GOOG,"HENNESSY, JOHN L",Director,Class C Google Stock Units,A,4.0,0.0
2024-09-16,GOOG,"HENNESSY, JOHN L",Director,Class C Google Stock Units,A,3.0,0.0
2024-09-16,GOOG,"HENNESSY, JOHN L",Director,Class C Google Stock Units,A,1.0,0.0
2024-09-16,GOOG,"DOERR, L JOHN",Director,Class C Google Stock Units,A,1.0,0.0
2024-09-16,GOOG,"DOERR, L JOHN",Director,Class C Google Stock Units,A,3.0,0.0
2024-09-16,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,A,119.0,0.0
2024-09-16,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,A,107.0,0.0
2024-09-16,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Google Stock Units,A,107.0,0.0
2024-09-16,GOOG,"PORAT, RUTH","President, Chief Invs. Officer",Class C Google Stock Units,A,25.0,0.0
2024-09-16,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,A,20.0,0.0
2024-09-16,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,A,31.0,0.0
2024-09-16,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,A,25.0,0.0
2024-09-16,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class C Google Stock Units,A,3.0,0.0
2024-09-16,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class C Google Stock Units,A,1.0,0.0
2024-09-16,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class C Google Stock Units,A,2.0,0.0
2024-09-16,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,A,152.0,0.0
2024-09-16,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,A,136.0,0.0
2024-09-16,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,A,33.0,0.0
2024-09-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,496.0,153.4668
2024-09-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,304.0,154.2229
2024-09-10,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,2835.0,151.53
2024-09-06,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,A,21467.0,0.0
2024-09-06,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,21467.0,0.0
2024-09-04,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,11654.0,158.139
2024-09-04,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,3200.0,159.8491
2024-09-04,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,7646.0,159.0085
2024-09-03,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,4200.0,161.7867
2024-09-03,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,4567.0,158.3374
2024-09-03,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,100.0,163.18
2024-09-03,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,682.0,160.44
2024-09-03,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,7613.0,160.5635
2024-09-03,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,2100.0,162.4729
2024-09-03,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,D,2887.0,159.2536
2024-08-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1392.0,167.43
2024-08-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1365.0,0.0
2024-08-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,A,1365.0,0.0
2024-08-21,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,6289.0,168.0947
2024-08-21,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,16211.0,167.497
2024-08-16,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,700.0,165.0
2024-08-15,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,D,14999.0,162.0288
2024-08-15,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,D,19258.0,163.0464
2024-08-12,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,A,2366.0,0.0
2024-08-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,16.0,164.459
2024-08-12,GOOG,"HENNESSY, JOHN L",Director,Class C Capital Stock,D,2366.0,0.0
2024-08-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,382.0,163.3983
2024-08-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,402.0,162.6166
2024-08-07,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,5905.0,160.7987
2024-08-07,GOOG,"ASHKENAZI, ANAT","SVP, Chief Financial Officer",Class C Google Stock Units,A,71900.0,0.0
2024-08-07,GOOG,"ASHKENAZI, ANAT","SVP, Chief Financial Officer",Class C Google Stock Units,A,93305.0,0.0
2024-08-07,GOOG,"ASHKENAZI, ANAT","SVP, Chief Financial Officer",Class C Google Stock Units,A,32931.0,0.0
2024-08-07,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,3956.0,161.6492
2024-08-07,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,7364.0,162.8704
2024-08-07,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,4975.0,163.8249
2024-08-07,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,300.0,164.55
2024-08-02,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,682.0,168.0
2024-07-30,GOOG,"PORAT, RUTH","President, CFO",Class C Capital Stock,D,200000.0,0.0
2024-07-30,GOOG,"PORAT, RUTH","President, CFO",Class C Capital Stock,A,200000.0,0.0
2024-07-26,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Capital Stock,D,485.0,0.0
2024-07-26,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,A,1366.0,0.0
2024-07-26,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1392.0,174.37
2024-07-26,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1366.0,0.0
2024-07-17,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,1000.0,184.323
2024-07-17,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,12351.0,182.491
2024-07-17,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,9149.0,183.1385
2024-07-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,1026.0,185.59
2024-07-12,GOOG,"HENNESSY, JOHN L",Director,Class A Common Stock,D,474.0,186.4137
2024-07-03,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class C Google Stock Units,A,1953.0,0.0
2024-07-03,GOOG,"FERGUSON, ROGER W. JR.",Director,Class C Google Stock Units,A,1953.0,0.0
2024-07-03,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,8975.0,186.0868
2024-07-03,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,13525.0,187.1807
2024-07-03,GOOG,"HENNESSY, JOHN L",Director,Class C Google Stock Units,A,2790.0,0.0
2024-07-03,GOOG,"DOERR, L JOHN",Director,Class C Google Stock Units,A,1953.0,0.0
2024-07-03,GOOG,"CHAVEZ, R. MARTIN",Director,Class C Google Stock Units,A,1953.0,0.0
2024-07-03,GOOG,"ARNOLD, FRANCES",Director,Class C Google Stock Units,A,1953.0,0.0
2024-07-03,GOOG,"WASHINGTON, ROBIN L",Director,Class C Google Stock Units,A,1953.0,0.0
2024-07-02,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,A,24168.0,0.0
2024-07-02,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,D,682.0,183.47
2024-07-02,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,D,24168.0,0.0
2024-07-01,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,D,100.0,185.14
2024-07-01,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,D,1662.0,184.285
2024-07-01,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,D,1500.0,183.584
2024-06-25,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,A,36874.0,0.0
2024-06-25,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Google Stock Units,D,37590.0,180.79
2024-06-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,9551.0,180.79
2024-06-25,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Google Stock Units,D,36874.0,0.0
2024-06-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,9370.0,0.0
2024-06-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,7128.0,180.79
2024-06-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,6992.0,0.0
2024-06-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,5205.0,180.79
2024-06-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,D,5106.0,0.0
2024-06-25,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Capital Stock,A,21468.0,0.0
2024-06-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,12205.0,180.79
2024-06-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,11972.0,0.0
2024-06-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,9108.0,180.79
2024-06-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,8935.0,0.0
2024-06-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,6651.0,180.79
2024-06-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,D,6524.0,0.0
2024-06-25,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Capital Stock,A,27432.0,0.0
2024-06-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1392.0,180.79
2024-06-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,D,1366.0,0.0
2024-06-25,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Capital Stock,A,1366.0,0.0
2024-06-25,GOOG,"PORAT, RUTH","President, CFO",Class C Google Stock Units,D,7128.0,180.79
2024-06-25,GOOG,"PORAT, RUTH","President, CFO",Class C Google Stock Units,D,6992.0,0.0
2024-06-25,GOOG,"PORAT, RUTH","President, CFO",Class C Google Stock Units,D,5205.0,180.79
2024-06-25,GOOG,"PORAT, RUTH","President, CFO",Class C Google Stock Units,D,5106.0,0.0
2024-06-25,GOOG,"PORAT, RUTH","President, CFO",Class C Google Stock Units,D,9551.0,180.79
2024-06-25,GOOG,"PORAT, RUTH","President, CFO",Class C Google Stock Units,D,9370.0,0.0
2024-06-25,GOOG,"PORAT, RUTH","President, CFO",Class C Capital Stock,A,21468.0,0.0
2024-06-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Capital Stock,A,27431.0,0.0
2024-06-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,6524.0,0.0
2024-06-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,6651.0,180.79
2024-06-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,8935.0,0.0
2024-06-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,9108.0,180.79
2024-06-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,11972.0,0.0
2024-06-25,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,D,12205.0,180.79
2024-06-20,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,15096.0,177.2253
2024-06-20,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Capital Stock,D,7404.0,177.7533
2024-06-17,GOOG,"WASHINGTON, ROBIN L",Director,Class C Google Stock Units,A,1.0,0.0
2024-06-17,GOOG,"ARNOLD, FRANCES",Director,Class C Google Stock Units,A,2.0,0.0
2024-06-17,GOOG,"ARNOLD, FRANCES",Director,Class C Google Stock Units,A,1.0,0.0
2024-06-17,GOOG,"CHAVEZ, R. MARTIN",Director,Class C Google Stock Units,A,5.0,0.0
2024-06-17,GOOG,"PORAT, RUTH","President, CFO",Class C Google Stock Units,A,127.0,0.0
2024-06-17,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,A,35.0,0.0
2024-06-17,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,A,110.0,0.0
2024-06-17,GOOG,"WALKER, JOHN KENT","President, Global Affairs, CLO",Class C Google Stock Units,A,127.0,0.0
2024-06-17,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,A,44.0,0.0
2024-06-17,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,A,141.0,0.0
2024-06-17,GOOG,"SCHINDLER, PHILIPP","SVP, Chief Business Officer",Class C Google Stock Units,A,162.0,0.0
2024-06-17,GOOG,"PICHAI, SUNDAR","Director, Chief Executive Officer",Class C Google Stock Units,A,582.0,0.0
2024-06-17,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,A,141.0,0.0
2024-06-17,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,A,44.0,0.0
2024-06-17,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,A,27.0,0.0
2024-06-17,GOOG,"O'TOOLE, AMIE THUENER","VP, Chief Accounting Officer",Class C Google Stock Units,A,28.0,0.0
2024-06-17,GOOG,"HENNESSY, JOHN L",Director,Class C Google Stock Units,A,3.0,0.0
2024-06-17,GOOG,"HENNESSY, JOHN L",Director,Class C Google Stock Units,A,1.0,0.0
2024-06-17,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class C Google Stock Units,A,2.0,0.0
2024-06-17,GOOG,"SHRIRAM, KAVITARK RAM",Director,Class C Google Stock Units,A,1.0,0.0
2024-06-17,GOOG,"CHAVEZ, R. MARTIN",Director,Class C Google Stock Units,A,2.0,0.0
2024-06-17,GOOG,"DOERR, L JOHN",Director,Class C Google Stock Units,A,1.0,0.0
2024-06-17,GOOG,"FERGUSON, ROGER W. JR.",Director,Class C Google Stock Units,A,2.0,0.0
2024-06-17,GOOG,"FERGUSON, ROGER W. JR.",Director,Class C Google Stock Units,A,1.0,0.0
2024-06-17,GOOG,"HENNESSY, JOHN L",Director,Class C Google Stock Units,A,4.0,0.0
2024-06-17,GOOG,"RAGHAVAN, PRABHAKAR",Senior Vice President,Class C Google Stock Units,A,162.0,0.0
2024-06-17,GOOG,"PORAT, RUTH","President, CFO",Class C Google Stock Units,A,35.0,0.0
