transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2019-03-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,394.0,296.343
2019-03-15,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,11574.0,290.29
2019-03-15,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div",Performance Based Restricted Stock Units,D,6250.0,0.0
2019-03-15,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div",Performance Based Restricted Stock Units,D,2500.0,0.0
2019-03-15,AVGO,"BRAZEAL, MARK DAVID",Chief Legal Officer,"Common Stock, $0.001 par value",D,1132.0,290.29
2019-03-15,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2019-03-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,2036.0,295.417
2019-03-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,5580.0,294.564
2019-03-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,300.0,292.9
2019-03-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,1225.0,291.963
2019-03-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,1800.0,290.101
2019-03-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,900.0,285.289
2019-03-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,35.45
2019-03-15,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,"Common Stock, $0.001 par value",A,1750.0,0.0
2019-03-15,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,"Common Stock, $0.001 par value",A,2000.0,0.0
2019-03-15,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,"Common Stock, $0.001 par value",D,5385.0,290.29
2019-03-15,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,Performance Based Restricted Stock Units,D,1750.0,0.0
2019-03-15,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,Performance Based Restricted Stock Units,D,2000.0,0.0
2019-03-15,AVGO,"SAMUELI, HENRY",Director,Common Stock,A,2897.0,0.0
2019-03-15,AVGO,"SAMUELI, HENRY",Director,Performance Based Restricted Stock Units,D,2897.0,0.0
2019-03-15,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",A,2500.0,0.0
2019-03-15,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",D,7986.0,290.29
2019-03-15,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,Performance Based Restricted Stock Units,D,2500.0,0.0
2019-03-15,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",A,3750.0,0.0
2019-03-15,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",D,10339.0,290.29
2019-03-15,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,Performance Based Restricted Stock Units,D,3750.0,0.0
2019-03-15,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",A,6250.0,0.0
2019-03-15,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",A,2500.0,0.0
2019-03-04,AVGO,"SAMUELI, HENRY",Director,"Common Stock, $0.001 par value",A,500.0,0.0
2019-03-04,AVGO,"BRAZEAL, MARK DAVID",Chief Legal Officer,"Common Stock, $0.001 par value",A,1625.0,0.0
2019-03-04,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",A,1875.0,0.0
2019-03-04,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",A,1875.0,0.0
2019-03-04,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,"Common Stock, $0.001 par value",A,1250.0,0.0
2019-03-04,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",A,2000.0,0.0
2019-02-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,10200.0,281.48
2019-02-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,9607.0,282.453
2019-02-15,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2019-02-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,35.45
2019-02-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,193.0,283.162
2019-01-15,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2019-01-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,35.45
2019-01-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,3429.0,253.162
2019-01-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,3993.0,254.225
2019-01-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,6000.0,255.055
2019-01-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,4800.0,256.132
2019-01-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,1778.0,256.915
2019-01-11,AVGO,"BRYANT, DIANE M",Director,"Common Stock, $0.001 par value",A,223.0,0.0
2019-01-08,AVGO,"YOU, HARRY L.",Director,"Common Stock, $0.001 par value",A,223.0,0.0
2019-01-07,AVGO,"MACLEOD, DONALD",Director,"Common Stock, $0.001 par value",D,5223.0,233.65
2019-01-07,AVGO,"MACLEOD, DONALD",Director,Stock Option (Right to Buy),D,5223.0,0.0
2019-01-07,AVGO,"MACLEOD, DONALD",Director,"Common Stock, $0.001 par value",A,5223.0,62.47
2018-12-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,2300.0,255.034
2018-12-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,2320.0,254.063
2018-12-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,38.99
2018-12-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,746.0,254.83
2018-12-17,AVGO,"BRAZEAL, MARK DAVID",Chief Legal Officer,"Common Stock, $0.001 par value",D,372.0,254.83
2018-12-17,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2018-12-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,2180.0,258.169
2018-12-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,7700.0,257.128
2018-12-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,5500.0,256.5
2018-12-17,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",D,1240.0,254.83
2018-12-17,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",D,1612.0,254.83
2018-12-17,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,1736.0,254.83
2018-12-17,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,"Common Stock, $0.001 par value",D,744.0,254.83
2018-12-14,AVGO,"EGGEBRECHT, LEWIS C",Director,Stock Option (Right to Buy),D,5121.0,0.0
2018-12-14,AVGO,"EGGEBRECHT, LEWIS C",Director,"Common Stock, $0.001 par value",D,2000.0,260.81
2018-12-14,AVGO,"EGGEBRECHT, LEWIS C",Director,"Common Stock, $0.001 par value",A,5121.0,62.47
2018-12-13,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",A,10000.0,71.86
2018-12-13,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,Stock Option (Right to Buy),D,10000.0,0.0
2018-12-13,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",D,10000.0,259.194
2018-12-13,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",A,22500.0,62.02
2018-12-13,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",D,10519.0,256.628
2018-12-13,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",D,11981.0,257.479
2018-12-13,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,Stock Option (Right to Buy),D,22500.0,0.0
2018-12-11,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,744.0,246.84
2018-12-04,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",A,40000.0,0.0
2018-12-04,AVGO,"BRAZEAL, MARK DAVID",Chief Legal Officer,"Common Stock, $0.001 par value",A,30000.0,0.0
2018-12-04,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",A,30000.0,0.0
2018-12-04,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,"Common Stock, $0.001 par value",A,25000.0,0.0
2018-12-04,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",A,40000.0,0.0
2018-11-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,3500.0,228.256
2018-11-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,38.99
2018-11-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,3280.0,226.46
2018-11-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,2162.0,227.255
2018-11-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,350.0,231.216
2018-11-15,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2018-11-15,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",A,2500.0,0.0
2018-11-15,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,"Common Stock, $0.001 par value",D,2480.0,236.34
2018-11-15,AVGO,"KRAUSE, THOMAS H.",Chief Financial Officer,Performance Based Restricted Stock Units,D,2500.0,0.0
2018-11-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,60.0,231.96
2018-11-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,2848.0,229.53
2018-11-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,7800.0,230.424
2018-10-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,38.99
2018-10-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,20000.0,231.03
2018-10-15,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2018-09-28,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,"Common Stock, $0.001 par value",D,1194.0,246.518
2018-09-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,15300.0,238.809
2018-09-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,38.99
2018-09-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,4500.0,237.944
2018-09-17,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,200.0,239.66
2018-09-17,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2018-09-14,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer","Common Stock, $0.001 par value",D,15564.5,0.0
2018-08-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,5000.0,203.318
2018-08-15,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2018-08-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,1600.0,206.238
2018-08-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,10440.0,205.604
2018-08-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,2960.0,204.392
2018-08-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,38.99
2018-07-16,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2018-07-16,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,600.0,203.362
2018-07-16,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,38.99
2018-07-16,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,13300.0,201.733
2018-07-16,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,6100.0,202.699
2018-07-11,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,135.0,247.54
2018-07-11,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,10200.0,245.474
2018-07-11,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,3165.0,244.521
2018-07-11,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",A,20000.0,62.02
2018-07-11,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,6500.0,246.335
2018-07-11,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div",Stock Option (Right to Buy),D,20000.0,0.0
2018-06-27,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,6086.0,251.554
2018-06-27,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,1600.0,253.689
2018-06-27,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,9714.0,250.329
2018-06-27,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",A,20000.0,62.02
2018-06-27,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,1900.0,252.253
2018-06-27,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div",Stock Option (Right to Buy),D,20000.0,0.0
2018-06-27,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,700.0,254.818
2018-06-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,38.99
2018-06-15,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,10604.0,270.017
2018-06-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,600.0,268.021
2018-06-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,7196.0,269.18
2018-06-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,11103.0,269.976
2018-06-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,1100.0,270.958
2018-06-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,1.0,271.77
2018-06-15,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2018-06-13,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",A,20000.0,62.02
2018-06-13,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,7900.0,261.314
2018-06-13,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div","Common Stock, $0.001 par value",D,12100.0,262.191
2018-06-13,AVGO,"INGRAM, BRYAN","SVP & GM, Wireless Semicon Div",Stock Option (Right to Buy),D,20000.0,0.0
2018-06-12,AVGO,"SPEARS, KIRSTEN M.",Principal Accounting Officer,"Common Stock, $0.001 par value",D,1240.0,261.43
2018-06-12,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",D,4958.0,261.43
2018-05-29,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",A,10000.0,71.86
2018-05-29,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,Stock Option (Right to Buy),D,10000.0,0.0
2018-05-29,AVGO,"KAWWAS, CHARLIE B",SVP & Chief Sales Officer,"Common Stock, $0.001 par value",D,10000.0,250.371
2018-05-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,6900.0,243.046
2018-05-15,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2018-05-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,38.99
2018-05-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,7800.0,241.996
2018-05-15,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,5300.0,244.007
2018-04-16,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,5050.0,248.045
2018-04-16,AVGO,"TAN, HOCK E","Director, President and CEO",Stock Option (Right to Buy),D,20000.0,0.0
2018-04-16,AVGO,"BRAZEAL, MARK DAVID",Chief Legal Officer,"Common Stock, $0.001 par value",D,2492.0,246.94
2018-04-16,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",A,20000.0,38.99
2018-04-16,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,7050.0,247.081
2018-04-16,AVGO,"TAN, HOCK E","Director, President and CEO","Common Stock, $0.001 par value",D,7900.0,248.875
2018-04-13,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer","Common Stock, $0.001 par value",D,24494.0,248.45
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,4976.0,245.5
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,71.0,245.5
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,943.0,249.17
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,65947.0,249.17
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,1744.0,248.33
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,121864.0,248.33
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,1424.0,247.5
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,99517.0,247.5
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,681.0,246.38
2018-04-13,AVGO,"SILVER, LAKE GROUP, L.L.C.",Director,"Common Stock, $0.001 par value",A,47594.0,246.38
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer","Common Stock, $0.001 par value",A,1860.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer",Exchangeable Units,D,53649.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer","Common Stock, $0.001 par value",A,53649.0,0.0
2018-04-04,AVGO,"DILLER, JAMES",Director,"Common Stock, $0.001 par value",A,807.0,0.0
2018-04-04,AVGO,"HAO, KENNETH",Director,"Common Stock, $0.001 par value",A,807.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer","Common Stock, $0.001 par value",A,40058.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer","Common Stock, $0.001 par value",A,5752978.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer",Exchangeable Units,D,40058.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer",Exchangeable Units,D,5752978.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer",Exchangeable Units,D,399918.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer",Exchangeable Units,D,459690.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer",Exchangeable Units,D,2766772.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer",Exchangeable Units,D,1860.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer","Common Stock, $0.001 par value",A,399918.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer","Common Stock, $0.001 par value",A,459690.0,0.0
2018-04-04,AVGO,"SAMUELI, HENRY","Director, Chief Technical Officer","Common Stock, $0.001 par value",A,2766772.0,0.0
