01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
PLTR,72.9500,76.8200,72.2800,76.3400,93640902,2024-12-06,71.8700,4.4700,6.2196%
