01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
NVDA,144.6000,145.7000,141.3100,142.4400,188505573,2024-12-06,145.0600,-2.6200,-1.8061%
