Date,Open,High,Low,Close,Adjusted Close,Volume
2024-12-06,352.38,389.49,348.2,389.22,389.22,349923951
2024-11-29,360.14,361.93,326.59,345.16,345.16,253250816
2024-11-22,340.73,361.53,330.01,352.56,352.56,428892998
2024-11-15,346.3,358.64,309.22,320.72,320.72,726819635
2024-11-08,244.56,328.71,238.88,321.22,321.22,625405564
2024-11-01,270.0,273.536,246.63,248.98,248.98,366288979
2024-10-25,218.9,269.49,212.11,269.19,269.19,537640455
2024-10-18,220.13,224.26,213.74,220.7,220.7,299317185
2024-10-11,249.0,249.83,214.38,217.8,217.8,416421896
2024-10-04,259.04,264.86,237.81,250.08,250.08,429710449
2024-09-27,242.61,261.75,241.92,260.46,260.46,378582771
2024-09-20,229.3,244.24,223.53,238.25,238.25,401668481
2024-09-13,216.2,232.67,213.67,230.29,230.29,361418443
2024-09-06,215.26,235.0,209.64,210.73,210.73,388463568
2024-08-30,218.75,219.09,202.59,214.11,214.11,311918353
2024-08-23,217.07,228.22,210.32,220.32,220.32,381622057
2024-08-16,199.02,219.8,194.67,216.12,216.12,389155956
2024-08-09,185.22,203.8799,182.0,200.0,200.0,368934704
2024-08-02,224.9,234.68,205.78,207.67,207.67,464001152
2024-07-26,244.21,255.7594,214.71,219.8,219.8,576337172
2024-07-19,255.97,265.6,236.83,239.2,239.2,587103140
2024-07-12,247.71,271.0,233.0912,248.23,248.23,824144572
2024-07-05,201.02,252.37,200.85,251.52,251.52,661801938
2024-06-28,184.97,203.2,182.01,197.88,197.88,389591990
2024-06-21,177.92,188.81,177.0,183.01,183.01,297690969
2024-06-14,176.06,191.08,167.41,178.01,178.01,407043372
2024-06-07,178.13,182.6389,172.13,177.48,177.48,312710972
2024-05-31,176.4,182.67,173.16,178.08,178.08,259618626
2024-05-24,177.56,186.875,173.26,179.24,179.24,402867388
2024-05-17,170.0,180.0,169.0,177.46,177.46,370347383
2024-05-10,183.8,187.56,167.75,168.47,168.47,377983065
