01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
NFLX,915.2300,935.2700,912.7100,934.7400,2955383,2024-12-06,917.8700,16.8700,1.8380%
