Date,Open,High,Low,Close,Volume
2024-12-06,610.1,629.7899,608.53,623.77,16935503
2024-12-05,617.075,619.9,607.05,608.93,8081212
2024-12-04,612.96,617.78,605.1,613.78,14697006
2024-12-03,595.0,614.2,591.2501,613.65,14907164
2024-12-02,577.5,594.5,575.57,592.83,12522371
2024-11-29,569.0,578.46,566.9,574.32,7130519
2024-11-27,574.89,574.98,564.1001,569.2,7200228
2024-11-26,566.0,577.5,565.2,573.54,10356550
2024-11-25,562.1,572.5915,556.39,565.11,13599830
2024-11-22,563.55,563.8273,554.59,559.14,9164004
2024-11-21,569.52,570.0,549.05,563.09,11154749
2024-11-20,562.93,566.3499,554.2001,565.52,9797339
2024-11-19,551.86,561.43,550.6,561.09,9522445
2024-11-18,557.04,559.9,550.09,554.4,14346715
2024-11-15,571.22,572.57,551.5,554.08,17712864
2024-11-14,577.0,580.76,573.01,577.16,11053743
2024-11-13,582.605,585.64,575.17,580.0,10757583
2024-11-12,588.545,599.66,580.38,584.82,16287724
2024-11-11,586.36,587.0,576.51,583.17,10209051
2024-11-08,591.54,593.1,584.52,589.34,9415699
2024-11-07,576.89,594.7999,575.21,591.7,14653708
2024-11-06,562.75,573.0,555.1679,572.05,18305429
2024-11-05,567.305,573.48,566.67,572.43,9775379
2024-11-04,564.1,568.69,557.89,560.68,12064601
2024-11-01,567.605,573.67,562.56,567.16,15303235
2024-10-31,585.0,589.9,563.01,567.58,26838395
2024-10-30,600.98,601.2,589.38,591.8,26864925
2024-10-29,580.145,593.67,575.398,593.28,13019092
2024-10-28,582.0,583.7499,574.12,578.16,10925131
2024-10-25,573.935,581.29,571.72,573.25,11337874
2024-10-24,567.125,568.8799,561.52,567.78,7184651
2024-10-23,579.97,585.0,562.5,563.69,14248419
2024-10-22,574.29,583.53,572.12,582.01,8544463
2024-10-21,576.03,577.2399,569.11,575.16,8171879
2024-10-18,581.1,583.9675,575.25,576.47,7694274
2024-10-17,583.33,584.97,575.2,576.93,8701158
2024-10-16,581.395,582.08,574.03,576.79,11268384
2024-10-15,590.16,590.61,580.143,586.27,9564236
2024-10-14,594.22,600.1,589.96,590.42,8251971
2024-10-11,584.83,591.21,582.71,589.95,8587051
2024-10-10,587.57,590.23,582.52,583.83,7740449
2024-10-09,593.99,594.39,581.61,590.51,9529707
2024-10-08,589.69,593.56,585.97,592.89,7857377
2024-10-07,598.22,602.95,584.04,584.78,12014198
2024-10-04,583.73,596.85,581.43,595.94,14199788
2024-10-03,570.15,583.36,568.73,582.77,11580980
2024-10-02,574.86,576.0,569.34,572.81,6524650
2024-10-01,577.98,583.04,570.1,576.47,15259274
2024-09-30,567.7,574.68,564.8,572.44,12807206
2024-09-27,570.1,570.8399,564.51,567.36,9398367
2024-09-26,575.73,577.4,562.3501,567.84,14400787
2024-09-25,564.05,576.88,563.72,568.31,16543350
2024-09-24,566.68,567.745,554.19,563.33,12992956
2024-09-23,569.5,573.9799,562.41,564.41,12830669
2024-09-20,560.0,564.5,556.3001,561.35,22066817
2024-09-19,550.0,562.07,546.52,559.1,15646951
2024-09-18,537.065,544.2,533.9026,537.95,10323537
2024-09-17,537.6,542.1,530.57,536.315,11690779
2024-09-16,524.54,534.1,517.4,533.28,9527646
2024-09-13,520.34,527.581,517.11,524.62,10321422
2024-09-12,517.05,526.71,515.22,525.6,11993342
2024-09-11,507.01,513.12,495.6,511.83,10782532
2024-09-10,508.16,514.18,500.0278,504.79,9899022
2024-09-09,506.16,511.33,502.08,504.79,11047828
2024-09-06,521.88,524.5849,498.25,500.27,14744521
2024-09-05,511.72,521.6295,511.15,516.86,8640888
2024-09-04,506.07,516.59,504.07,512.74,8255543
2024-09-03,519.64,525.49,508.6176,511.76,12459113
2024-08-30,521.35,523.54,515.2,521.31,9157541
2024-08-29,519.05,527.2,515.6789,518.22,8317424
2024-08-28,517.675,521.085,512.45,516.78,9106077
2024-08-27,518.98,524.01,515.31,519.1,6282720
2024-08-26,527.6,528.0,514.95,521.12,9584002
2024-08-23,536.92,539.87,525.06,528.0,11323936
2024-08-22,537.0,544.23,528.59,531.93,15708292
2024-08-21,527.15,539.4,526.935,535.16,13423292
2024-08-20,528.35,531.09,525.88,526.73,7944391
2024-08-19,526.87,531.66,522.76,529.28,9879713
2024-08-16,531.9,533.66,524.66,527.42,14776684
2024-08-15,531.79,539.77,526.7,537.33,13482141
2024-08-14,528.06,534.0,523.13,526.76,11444189
2024-08-13,520.01,531.4999,518.15,528.54,13743839
2024-08-12,516.86,518.02,509.1,515.95,9767422
2024-08-09,507.71,518.34,505.7,517.77,13696640
2024-08-08,497.5,509.96,494.72,509.63,16156843
2024-08-07,503.13,510.15,486.86,488.92,20105307
2024-08-06,479.0,502.56,478.65,494.09,20954959
2024-08-05,451.345,483.48,450.8,475.73,21396191
2024-08-02,489.0,501.145,476.15,488.14,24044658
2024-08-01,521.0,527.1709,492.1,497.74,43083082
2024-07-31,471.02,476.5,466.75,474.83,24285777
2024-07-30,467.0,472.73,456.7,463.19,11390439
2024-07-29,469.88,473.96,465.02,465.71,11339630
2024-07-26,464.195,469.77,459.42,465.7,14222388
2024-07-25,463.26,463.548,442.65,453.41,18240489
2024-07-24,472.305,476.3,460.58,461.27,17649738
2024-07-23,489.84,495.22,487.72,488.69,9455527
2024-07-22,486.575,492.06,483.9,487.4,12023088
2024-07-19,476.06,486.71,475.71,476.79,15149416
2024-07-18,475.0,479.2393,464.54,475.85,19267160
