01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
GOOG,179.7500,180.4450,176.0300,177.3500,16745947,2024-11-14,180.4900,-3.1400,-1.7397%
