01. symbol,02. open,03. high,04. low,05. price,06. volume,07. latest trading day,08. previous close,09. change,10. change percent
META,610.1000,629.7899,608.5300,623.7700,16935503,2024-12-06,608.9300,14.8400,2.4371%
