-7.635716914942850542e-01,-8.999090365076487519e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-1.124960922151672649e-01,-1.893849731325705776e-01,-7.714645461826280526e-01,-1.159150170490012899e+00,-1.625156768300951571e+00,-7.633614098490264510e-01,-9.586706584189119695e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,3.916972151697071802e-01,-9.023686180404681956e-01,-7.714645461826280526e-01,-1.159150170490012899e+00,-1.625156768300951571e+00,-7.640201594581069733e-01,-9.610317059191325617e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-1.632395881820408956e+00,-2.693208724520314568e-01,-7.714645461826280526e-01,-1.159150170490012899e+00,-1.625156768300951571e+00
-7.633614098490264510e-01,-9.586706584189119695e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,3.916972151697071802e-01,-9.023686180404681956e-01,-7.714645461826280526e-01,-1.159150170490012899e+00,-1.625156768300951571e+00,-7.640201594581069733e-01,-9.610317059191325617e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-1.632395881820408956e+00,-2.693208724520314568e-01,-7.714645461826280526e-01,-1.159150170490012899e+00,-1.625156768300951571e+00,-7.640555385974751035e-01,-9.067316219836683011e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-2.050646718193604723e-01,1.791498968477440279e+00,-7.714645461826280526e-01,-1.159150170490012899e+00,-1.625156768300951571e+00
-7.640201594581069733e-01,-9.610317059191325617e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-1.632395881820408956e+00,-2.693208724520314568e-01,-7.714645461826280526e-01,-1.159150170490012899e+00,-1.625156768300951571e+00,-7.640555385974751035e-01,-9.067316219836683011e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-2.050646718193604723e-01,1.791498968477440279e+00,-7.714645461826280526e-01,-1.159150170490012899e+00,-1.625156768300951571e+00,-7.639558790499590968e-01,-9.271111898803093831e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,1.501509750967098267e-01,-4.565639343277027029e-01,-7.662533398704703957e-01,-1.087986715743464172e+00,-1.625156768300951571e+00
-7.640555385974751035e-01,-9.067316219836683011e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-2.050646718193604723e-01,1.791498968477440279e+00,-7.714645461826280526e-01,-1.159150170490012899e+00,-1.625156768300951571e+00,-7.639558790499590968e-01,-9.271111898803093831e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,1.501509750967098267e-01,-4.565639343277027029e-01,-7.662533398704703957e-01,-1.087986715743464172e+00,-1.625156768300951571e+00,-7.625750960191254313e-01,-9.326069388154578643e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,3.453648541700180097e+00,-2.842419495341523827e-01,-7.660513551296891377e-01,-1.095640728142825981e+00,1.924518982591781890e+00
-7.639558790499590968e-01,-9.271111898803093831e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,1.501509750967098267e-01,-4.565639343277027029e-01,-7.662533398704703957e-01,-1.087986715743464172e+00,-1.625156768300951571e+00,-7.625750960191254313e-01,-9.326069388154578643e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,3.453648541700180097e+00,-2.842419495341523827e-01,-7.660513551296891377e-01,-1.095640728142825981e+00,1.924518982591781890e+00,-7.629164299693677043e-01,-9.576765331556611471e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-8.026756480663373994e-01,-6.624713974060298938e-01,-7.659611689429304260e-01,-1.095408020643127367e+00,2.079275475279062313e+00
-7.625750960191254313e-01,-9.326069388154578643e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,3.453648541700180097e+00,-2.842419495341523827e-01,-7.660513551296891377e-01,-1.095640728142825981e+00,1.924518982591781890e+00,-7.629164299693677043e-01,-9.576765331556611471e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-8.026756480663373994e-01,-6.624713974060298938e-01,-7.659611689429304260e-01,-1.095408020643127367e+00,2.079275475279062313e+00,-7.631551145856684260e-01,-9.567505535757784285e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-6.224874854425516135e-01,-1.589565243191317923e-01,-7.657858461879321066e-01,-1.094405877055715459e+00,1.709031453337087614e+00
-7.629164299693677043e-01,-9.576765331556611471e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-8.026756480663373994e-01,-6.624713974060298938e-01,-7.659611689429304260e-01,-1.095408020643127367e+00,2.079275475279062313e+00,-7.631551145856684260e-01,-9.567505535757784285e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-6.224874854425516135e-01,-1.589565243191317923e-01,-7.657858461879321066e-01,-1.094405877055715459e+00,1.709031453337087614e+00,-7.645932018563237342e-01,-9.378661821436233836e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-3.312103195367974706e+00,4.146314013774426988e-01,-7.658948169555835905e-01,-1.101693938145067442e+00,3.012928396284642929e+00
-7.631551145856684260e-01,-9.567505535757784285e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-6.224874854425516135e-01,-1.589565243191317923e-01,-7.657858461879321066e-01,-1.094405877055715459e+00,1.709031453337087614e+00,-7.645932018563237342e-01,-9.378661821436233836e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-3.312103195367974706e+00,4.146314013774426988e-01,-7.658948169555835905e-01,-1.101693938145067442e+00,3.012928396284642929e+00,-7.650591102409609601e-01,-9.297728801012711264e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-1.492411201650081010e+00,-2.167861350551924735e-02,-7.661184140636285722e-01,-1.102316993708776671e+00,3.102152615683708703e+00
-7.645932018563237342e-01,-9.378661821436233836e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-3.312103195367974706e+00,4.146314013774426988e-01,-7.658948169555835905e-01,-1.101693938145067442e+00,3.012928396284642929e+00,-7.650591102409609601e-01,-9.297728801012711264e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-1.492411201650081010e+00,-2.167861350551924735e-02,-7.661184140636285722e-01,-1.102316993708776671e+00,3.102152615683708703e+00,-7.650132668491034238e-01,-9.526457782952589826e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,3.960151106098589585e-02,-6.011979825396152055e-01,-7.666125697319500221e-01,-1.107007738833750254e+00,8.165952814875391264e-01
-7.650591102409609601e-01,-9.297728801012711264e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,-1.492411201650081010e+00,-2.167861350551924735e-02,-7.661184140636285722e-01,-1.102316993708776671e+00,3.102152615683708703e+00,-7.650132668491034238e-01,-9.526457782952589826e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,3.960151106098589585e-02,-6.011979825396152055e-01,-7.666125697319500221e-01,-1.107007738833750254e+00,8.165952814875391264e-01,-7.643864082952280814e-01,-9.544215746324368199e-01,-8.707174999475644772e-02,-1.251996597803019529e-01,1.101357480020676294e-01,1.942963972943639650e+00,-2.401821454213343421e-01,-7.669104972246024721e-01,-1.106245809439575734e+00,2.063692515902068703e+00
